"SNPID","Position","Disease/Trait name","P value","PMID","Chr"
"rs4272415","135381683","Obesity (body mass index (BMI))","8.54e-4","21935397","8"
"rs42757","141137297","Obesity (body mass index (BMI))","2.71e-4","21935397","5"
"rs42781","66069127","Obesity with early age of onset (age >2)","6.53e-4","22484627","5"
"rs42782","66074457","Obesity with early age of onset (age >2)","6.65e-4","22484627","5"
"rs4278237","14672652","Obesity with early age of onset (age >2)","4.60e-4","22484627","9"
"rs4278998","7634063","Obesity (body mass index (BMI))","7.76e-4","21935397","20"
"rs4280233","53764849","Obesity (body mass index (BMI))","4.14e-4","21935397","16"
"rs4280578","124022742","Obesity (body mass index (BMI))","3.84e-4","21935397","3"
"rs4281086","10352308","Obesity-related traits","4.00e-6","23251661","8"
"rs4284873","69663305","Obesity with early age of onset (age >2)","4.73e-5","22484627","2"
"rs4285098","130700584","Obesity with early age of onset (age >2)","9.22e-4","22484627","4"
"rs4287138","181399618","Obesity with early age of onset (age >2)","7.79e-4","22484627","1"
"rs4287325","15447203","Obesity with early age of onset (age >2)","6.49e-4","22484627","11"
"rs4288056","67425539","Obesity with early age of onset (age >2)","6.58e-4","22484627","4"
"rs4288560","181399775","Obesity with early age of onset (age >2)","7.18e-4","22484627","1"
"rs4298398","13388668","Obesity (body mass index (BMI))","8.01e-4","21935397","7"
"rs4298948","122276255","Obesity-related traits","3.00e-6","23251661","12"
"rs4299252","57751185","Obesity with early age of onset (age >2)","2.86e-7","22484627","18"
"rs4299252","57751185","Obesity (body mass index (BMI))","3.69e-5","21935397","18"
"rs4299298","29672756","Obesity (body mass index (BMI))","4.12e-4","21935397","2"
"rs4299594","133945355","Obesity with early age of onset (age >2)","1.53e-4","22484627","4"
"rs430","19106539","Obesity-related traits","4.00e-7","23251661","7"
"rs4301679","204005018","Obesity (body mass index (BMI))","9.05e-4","21935397","1"
"rs4302256","69610104","Obesity with early age of onset (age >2)","6.98e-5","22484627","2"
"rs4307135","146649327","Obesity with early age of onset (age >2)","8.75e-4","22484627","5"
"rs4308089","153153159","Obesity (body mass index (BMI))","6.00e-4","21935397","2"
"rs4309203","18298785","Obesity (body mass index (BMI))","9.20e-4","21935397","12"
"rs4313684","88871759","Obesity with early age of onset (age >2)","9.88e-4","22484627","13"
"rs4314529","104004272","Obesity with early age of onset (age >2)","1.00e-4","22484627","6"
"rs4315494","8446377","Extreme obesity with early age of onset","3.61e-7","23563609","2"
"rs4315494","8446377","Obesity (early onset extreme)","1.18e-4","23563609","2"
"rs4318419","613154","Obesity with early age of onset (age >2)","7.43e-7","22484627","2"
"rs4321598","171587163","Obesity with early age of onset (age >2)","6.44e-5","22484627","4"
"rs4322101","129428677","Obesity (body mass index (BMI))","1.70e-4","21935397","9"
"rs4323250","164548747","Obesity (body mass index (BMI))","7.55e-4","21935397","5"
"rs4325129","159462381","Obesity-related traits","6.00e-6","23251661","1"
"rs4326180","161725512","Obesity (body mass index (BMI))","5.87e-4","21935397","5"
"rs4328677","69539093","Obesity with early age of onset (age >2)","4.78e-5","22484627","2"
"rs4331786","38769408","Obesity with early age of onset (age >2)","4.46e-4","22484627","4"
"rs4336202","47410245","Obesity with early age of onset (age >2)","6.82e-5","22484627","4"
"rs4336891","44126440","Obesity (body mass index (BMI))","5.47e-4","21935397","1"
"rs433755","9474946","Obesity-related traits","5.00e-7","23251661","5"
"rs4337971","104100027","Obesity with early age of onset (age >2)","4.14e-4","22484627","6"
"rs4339739","129448131","Obesity (body mass index (BMI))","1.79e-4","21935397","9"
"rs4341891","29671104","Obesity (body mass index (BMI))","5.64e-4","21935397","2"
"rs4342958","113194673","Obesity (body mass index (BMI))","1.55e-4","21935397","10"
"rs4343957","104088261","Obesity with early age of onset (age >2)","4.53e-4","22484627","6"
"rs4344725","16965105","Obesity (body mass index (BMI))","9.47e-4","21935397","16"
"rs4345427","104004447","Obesity with early age of onset (age >2)","1.54e-4","22484627","6"
"rs4345794","239517219","Obesity with early age of onset (age >2)","6.60e-4","22484627","1"
"rs4345821","84907970","Obesity (body mass index (BMI))","2.64e-4","21935397","1"
"rs4346018","14628069","Obesity with early age of onset (age >2)","7.58e-4","22484627","12"
"rs4356777","28631155","Obesity with early age of onset (age >2)","9.94e-4","22484627","3"
"rs4356975","69972463","Obesity-related traits","2.00e-7","23251661","4"
"rs4358894","129464802","Obesity (body mass index (BMI))","5.41e-5","21935397","9"
"rs4359971","52994195","Obesity (body mass index (BMI))","7.48e-4","21935397","4"
"rs4366665","61287573","Obesity with early age of onset (age >2)","7.74e-4","22484627","15"
"rs4366858","29672547","Obesity (body mass index (BMI))","4.18e-4","21935397","2"
"rs4368329","153032593","Obesity (body mass index (BMI))","8.82e-4","21935397","2"
"rs437302","31398368","Obesity with early age of onset (age >2)","9.95e-4","22484627","20"
"rs4373916","4853259","Obesity with early age of onset (age >2)","6.71e-4","22484627","11"
"rs437420","56482662","Obesity with early age of onset (age >2)","7.30e-4","22484627","20"
"rs4375095","14187523","Obesity with early age of onset (age >2)","1.05e-4","22484627","9"
"rs4383497","13722635","Obesity (body mass index (BMI))","1.00e-3","21935397","3"
"rs4384733","25204523","Obesity with early age of onset (age >2)","6.72e-5","22484627","2"
"rs4386132","53759123","Obesity (body mass index (BMI))","4.32e-4","21935397","16"
"rs4387496","79544420","Obesity with early age of onset (age >2)","7.89e-4","22484627","13"
"rs4391887","50225250","Obesity (body mass index (BMI))","1.52e-4","21935397","12"
"rs4391887","50225250","Obesity with early age of onset (age >2)","3.47e-4","22484627","12"
"rs4393646","27790932","Obesity (body mass index (BMI))","9.35e-4","21935397","18"
"rs4396532","53773047","Obesity (body mass index (BMI))","2.99e-4","21935397","16"
"rs4399119","184321629","Obesity with early age of onset (age >2)","2.41e-4","22484627","1"
"rs4399710","58617762","Obesity (body mass index (BMI))","3.57e-4","21935397","2"
"rs4400058","111716673","Obesity with early age of onset (age >2)","7.88e-4","22484627","4"
"rs4400445","7558261","Obesity-related traits","8.00e-6","23251661","9"
"rs4400445","7558261","Obesity-related traits","9.00e-6","23251661","9"
"rs4402960","185511687","Obesity in type 2 diabetes (body mass index (BMI))","8.00e-4","19056611","3"
"rs440778","43686420","Obesity (body mass index (BMI))","8.42e-4","21935397","17"
"rs4409766","104616663","Obesity with early age of onset (age >2)","5.53e-4","22484627","10"
"rs4412399","135343419","Obesity (body mass index (BMI))","8.13e-4","21935397","8"
"rs4414202","28709434","Obesity with early age of onset (age >2)","4.57e-4","22484627","11"
"rs4416261","69569930","Obesity with early age of onset (age >2)","7.46e-5","22484627","2"
"rs4420638","45422946","Metabolic syndrome domains (Central obesity)","1.20e-6","22022282","19"
"rs4421354","15188930","Obesity (body mass index (BMI))","5.80e-4","21935397","8"
"rs4421883","79561962","Obesity with early age of onset (age >2)","8.54e-5","22484627","13"
"rs4422227","61046426","Obesity with early age of onset (age >2)","5.63e-4","22484627","20"
"rs4423631","648758","Obesity with early age of onset (age >2)","6.93e-12","22484627","2"
"rs4423631","648758","Obesity (body mass index (BMI))","7.43e-5","21935397","2"
"rs4427107","123893838","Obesity (body mass index (BMI))","9.63e-4","21935397","7"
"rs4427698","41988053","Obesity (body mass index (BMI))","7.51e-4","21935397","13"
"rs4429739","133951148","Obesity with early age of onset (age >2)","1.81e-4","22484627","4"
"rs4430796","36098040","Type 2 diabetes without obesity","2.71e-6","20581827","17"
"rs4435099","93288992","Obesity with early age of onset (age >2)","3.80e-4","22484627","13"
"rs4435937","51318134","Obesity with early age of onset (age >2)","3.56e-4","22484627","6"
"rs4436551","130755739","Obesity (body mass index (BMI))","6.29e-4","21935397","11"
"rs4436949","234092392","Obesity (body mass index (BMI))","6.58e-5","21935397","2"
"rs4437570","78678354","Obesity (body mass index (BMI))","9.83e-4","21935397","7"
"rs4437716","96710494","Obesity with early age of onset (age >2)","2.41e-4","22484627","9"
"rs4438957","137805768","Obesity class","2.24e-8","23563607","8"
"rs4438957","137805768","Obesity with early age of onset (age >2)","4.52e-4","22484627","8"
"rs4441525","69687224","Obesity with early age of onset (age >2)","3.93e-4","22484627","2"
"rs4441977","104007516","Obesity with early age of onset (age >2)","1.03e-4","22484627","6"
"rs444207","6982444","Obesity with early age of onset (age >2)","6.89e-4","22484627","17"
"rs4442331","177772815","Obesity (body mass index (BMI))","7.28e-4","21935397","1"
"rs4443992","120444880","Obesity with early age of onset (age >2)","5.44e-4","22484627","10"
"rs4444133","14580138","Obesity with early age of onset (age >2)","1.96e-4","22484627","12"
"rs4449760","95643988","Obesity with early age of onset (age >2)","4.36e-4","22484627","8"
"rs4450508","57913434","Obesity with early age of onset (age >2)","2.15e-4","22484627","18"
"rs4450508","57913434","Obesity (body mass index (BMI))","9.50e-4","21935397","18"
"rs4452188","648810","Obesity with early age of onset (age >2)","6.93e-12","22484627","2"
"rs4452188","648810","Obesity (body mass index (BMI))","7.37e-5","21935397","2"
"rs4453231","11403077","Obesity (body mass index (BMI))","4.75e-4","21935397","11"
"rs4453725","69659126","Obesity with early age of onset (age >2)","3.58e-5","22484627","2"
"rs4456262","130755813","Obesity (body mass index (BMI))","6.39e-4","21935397","11"
"rs4456659","29670834","Obesity (body mass index (BMI))","3.55e-4","21935397","2"
"rs4457053","76424949","Type 2 diabetes without obesity","1.30e-5","20581827","5"
"rs4457753","130755575","Obesity (body mass index (BMI))","6.27e-4","21935397","11"
"rs445925","45415640","Metabolic syndrome domains (Central obesity)","3.80e-9","22022282","19"
"rs4459316","130756176","Obesity (body mass index (BMI))","6.42e-4","21935397","11"
"rs4460485","14614837","Obesity with early age of onset (age >2)","3.68e-4","22484627","9"
"rs4464125","7051275","Obesity (body mass index (BMI))","5.60e-4","21708048","17"
"rs4467300","79504261","Obesity with early age of onset (age >2)","9.77e-4","22484627","2"
"rs4468777","29743581","Obesity (body mass index (BMI))","3.63e-4","21935397","2"
"rs4476251","35995173","Obesity (body mass index (BMI))","2.31e-4","21935397","18"
"rs4477562","54104968","Obesity with early age of onset (age >2)","1.44e-4","22484627","13"
"rs4479927","16235763","Obesity with early age of onset (age >2)","8.94e-4","22484627","6"
"rs4480631","24125775","Obesity (body mass index (BMI))","6.80e-4","21935397","12"
"rs4483131","75462340","Obesity (body mass index (BMI))","2.05e-4","21935397","8"
"rs4486485","82526505","Obesity with early age of onset (age >2)","6.05e-4","22484627","1"
"rs4486998","38669890","Obesity with early age of onset (age >2)","9.19e-4","22484627","18"
"rs4492324","49633802","Obesity-related traits","8.00e-6","23251661","7"
"rs4493055","31606623","Obesity with early age of onset (age >2)","7.23e-4","22484627","16"
"rs4493331","51436401","Obesity with early age of onset (age >2)","3.78e-4","22484627","20"
"rs4497832","29670877","Obesity (body mass index (BMI))","4.43e-4","21935397","2"
"rs4498412","104006807","Obesity with early age of onset (age >2)","3.85e-4","22484627","6"
"rs4499710","133921090","Obesity with early age of onset (age >2)","1.38e-4","22484627","4"
"rs4500362","82506003","Obesity with early age of onset (age >2)","1.09e-4","22484627","1"
"rs4502295","38120292","Obesity with early age of onset (age >2)","9.13e-4","22484627","18"
"rs4504984","120400410","Obesity with early age of onset (age >2)","9.53e-4","22484627","10"
"rs4507838","136102199","Obesity with early age of onset (age >2)","5.33e-4","22484627","9"
"rs4509539","177799888","Obesity with early age of onset (age >2)","1.50e-4","22484627","1"
"rs4512054","136727871","Obesity with early age of onset (age >2)","9.77e-4","22484627","4"
"rs4513159","132292590","Obesity (body mass index (BMI))","6.67e-4","21935397","8"
"rs4513216","29455590","Obesity (body mass index (BMI))","9.40e-4","21935397","19"
"rs452194","30597632","Obesity with early age of onset (age >2)","4.16e-5","22484627","19"
"rs4522294","93545188","Obesity with early age of onset (age >2)","6.82e-5","22484627","13"
"rs4522784","84202203","Obesity-related traits","7.00e-6","23251661","3"
"rs4523321","104537610","Obesity-related traits","1.00e-6","23251661","9"
"rs4523321","104537610","Obesity-related traits","2.00e-6","23251661","9"
"rs4525583","71065831","Obesity (body mass index (BMI))","2.36e-4","21935397","18"
"rs4526430","118015032","Obesity with early age of onset (age >2)","5.47e-4","22484627","9"
"rs4527026","19960320","Obesity-related traits","5.00e-6","23251661","16"
"rs4527077","132292717","Obesity (body mass index (BMI))","6.65e-4","21935397","8"
"rs4527093","27791085","Obesity (body mass index (BMI))","9.45e-4","21935397","18"
"rs4529495","135386087","Obesity (body mass index (BMI))","8.61e-4","21935397","8"
"rs4532784","177773099","Obesity (body mass index (BMI))","7.11e-4","21935397","1"
"rs4541293","51438649","Obesity with early age of onset (age >2)","4.03e-4","22484627","20"
"rs4543123","38792524","Obesity with early age of onset (age >2)","2.46e-4","22484627","4"
"rs454719","7174604","Obesity (body mass index (BMI))","3.61e-4","21935397","18"
"rs45502703","2107113","Obesity-related traits","5.00e-6","23251661","16"
"rs455496","66196167","Obesity with early age of onset (age >2)","4.24e-4","22484627","5"
"rs4557142","13722407","Obesity (body mass index (BMI))","9.97e-4","21935397","3"
"rs4557653","51615505","Obesity (body mass index (BMI))","4.84e-4","21935397","7"
"rs455938","66198859","Obesity with early age of onset (age >2)","2.10e-5","22484627","5"
"rs456584","66197817","Obesity with early age of onset (age >2)","3.46e-4","22484627","5"
"rs4566392","79506643","Obesity with early age of onset (age >2)","2.75e-4","22484627","2"
"rs456775","66199501","Obesity with early age of onset (age >2)","3.26e-4","22484627","5"
"rs4568246","98540843","Obesity (body mass index (BMI))","8.06e-4","21935397","4"
"rs4569151","85898556","Obesity with early age of onset (age >2)","1.14e-4","22484627","13"
"rs4572267","79561176","Obesity with early age of onset (age >2)","2.56e-4","22484627","13"
"rs4572321","101805492","Obesity (body mass index (BMI))","4.61e-4","21935397","14"
